책 이름,작가,장르,ISBN,책 소개,,
CATIA 쉽게 따라하기,정경애,"국내도서
 > 
컴퓨터/IT
 > 
CAD
 > 
설계프로그램
 > 
CATIA",9.79116E+12,"CATIA는 3D 모델링 프로그램 중 하나로서 주로 항공, 선박, 자동차 설계 등에 많이 활용되고 있는 설계 프로그램입니다. 다른 3D 프로그램보다 옵션의 기능이 조금 더 많아서 배우기에는 조금 까다로울 수 있지만 더 다양한 표현을 할 수 있는 장점을 갖고 있습니다.본 교재의 특징은 기본 툴바나 아이콘 기능만의 설명을 순차적으로 서술하는 방법을 탈피하고 단계별 모델링을 통해서 명령어를 익히며 응용하면서 접근하는 방식으로 좀 더 쉽게 배울 수 있도록 서술하였습니다.예제 도면을 주교재로 본 교재는 설명서로 활용하면서 예제 도면을 설명 없이 모델링 할 수 있도록 반복해서 익혀보는 방법을 권합니다.CATIA를 배우는 이유는 다양하겠지만 목표는 원하는 모델링의 완성이기 때문입니다.모델링 방법은 개인별 차이가 많겠지만 절대적 원칙은 없답니다.- 정확할 것- 신속할 것- 수정이 용이할 것- 과정이 가능한 단순, 최적화 될 것물론 업체별로 설계 과정의 Tree를 최적화 해서 그 방법으로 설계를 해야 하는 곳도 있지만 일단은 기초 과정 습득이 먼저 우선적으로 선행 되어야 하므로 기초 지식을 습득하는데 조금 더 쉽게 접근할 수 있도록 설명을 하였으니 천천히 따라 하면서 설계의 감을 익히고 그 다음 응용하면 됩니다.",,
솔리드웍스 50시간 완성: 조립·도면편,신동진,"국내도서
 > 
컴퓨터/IT
 > 
CAD
 > 
설계프로그램
 > 
솔리드웍스",9.79119E+12,수년간의 직업능력개발훈련 및 교육 노하우를 바탕으로 솔리드웍스를 처음 접하는 독자의 입장에서 작성된 교재입니다.효과적인 학습방법으로 높은 학업성취를 달성할 수 있도록 내용을 구성하였습니다.또한 학습진도에 적절한 연습도면을 완성해봄으로써 단기간에 실력을 향상시킬 수 있습니다. 본 교재를 통해 솔리드웍스 전문가로 성장할 수 있기를 기원합니다,,
SQL 자격검정 실전문제,한국데이터산업진흥원,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.78899E+12,#NAME?,,
2025 이기적 빅데이터분석기사 필기 기본서,나홍석,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.78893E+12,N/A,,
2025 빅데이터분석기사 모든 것,최우슬,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.79119E+12,"최신 출제경향을 철저히 분석하여 반영한 2025년 〈빅데이터분석기사〉 필기시험 수험서다. 이 책은 문제은행식의 기출문제를 암기하는 것에서 벗어나, 변형된 출제문제에도 대응할 수 있도록 핵심개념을 정확하게 전달하는 것에 중점을 두고 비전공자라도 쉽게 이해할 수 있게 풀어 썼다. 특히, 수험생들이 어려워하는 통계 개념 및 머신러닝 알고리즘을 쉽게 풀어 썼다. 시행처인 한국데이터산업진흥원에서 공개한 출제기준을 바탕으로 집필하였으며 제2회~8회 기출문제를 복원하고 상세한 해설을 실었다.",,
2025 이기적 컴퓨터활용능력 1급 필기 기본서,홍태성,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
사무자동화
 > 
컴퓨터활용능력",9.78893E+12,- 독자대상 : 컴퓨터활용능력 1급 필기 시험 준비생- 구성 : 이론 + 문제- 특징 : ① 개념부터 기출까지 수록한 완벽 입문서② 최고의 집필진과 무료 강의③ 1:1 피드백,,
2024 해커스 전산세무 2급 이론+실무+최신기출 12회분,이남호,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
전산회계/세무
 > 
전산세무회계사",9.79117E+12,"출제 가능성이 높은 이론과 문제를 한 권에 담았다!따라만 하면 전산세무 2급, 4주 만에 합격!1. 처음 준비하는 학습자도 무료 동영상강의 133강으로 한 번에 합격!2. [이론+실무]부터 [최신기출문제]까지 한 권으로 완성!3. 시험에 나올 내용만 콕콕 짚어 쉽고 빠르게 합격!4. 핵심 내용을 한 권에 완벽 요약한 [빈출분개 80선+연말정산 필수이론정리]!5. 단기 합격을 위한 학습자별 맞춤 [2주/4주/6주 학습플랜]!",,
ADsP 데이터 분석 준전문가(2024),윤종식,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.79119E+12,"본 도서는 한국데이터베이스진흥원에서 실시하고 있는 『데이터 분석 전문가(ADP)』 자격증과 『데이터 분석 준전문가(ADsP)』 자격증을 준비하는 수험생들을 위한 도서이다. 2014년 4월 이후 시행된 자격증 시험의 기출문제를 분석하여 문제의 의도와 유형을 파악하여 중요한 내용을 표와 그림을 위주로 1과목 데이터의 이해, 2과목 데이터 분석 기획 그리고 3과목 데이터 분석의 내용을 정리하였다. 각 장에는 온라인/오프라인 강의에서 언급한 출제경향을 따로 표기하여 수험생들이 공부해야 하는 중심 내용을 체크해 주었다. 또한 각 장마다 기출문제 분석을 통해 다량의 예상문제를 수록하여 내용을 다시 점검할 수 있도록 하였다. 본 교재는 5회의 기출문제를 수록하여 실제 자격증 시험에 어떤 문제들이 어떤 식으로 나오는지를 확인할 수 있게 만들었고 2회의 모의고사를 수록하여 가상의 시험을 경험해 볼 수 있도록 제공하고 있다. 또한 본 도서는 모든 교육과정을 30일로 정리하여 수록하였으며, 30일간 차근차근 내용을 학습해 나간다면 누구나 합격할 수 있도록 가이드 하고 있다. 특히 합격마법노트를 통해 시험 전, 다시 한번 주요 내용들을 체크할 수 있도록 내용을 정리했고 QR코드를 활용해 문제풀이 동영상을 볼 수 있는 서비스를 제공한다.본 도서는 『데이터 분석 전문가(ADP)』 자격증과 『데이터 분석 준전문가(ADsP)』 자격증을 공부하는 모든 예비 전문가들에게 쉽고 빠르게 자격증을 취득할 수 있도록 도움을 줄 것이다.",,
2025 시나공 컴퓨터활용능력 1급 필기 총정리,길벗 편집부,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
사무자동화
 > 
컴퓨터활용능력",9.79114E+12,"핵심+기출+모의고사까지, 〈2025 시나공 컴퓨터활용능력 1급 필기 총정리〉2025 시나공 컴퓨터활용능력 1급 필기 총정리는 빠른 합격을 희망하는 수험생을 위해 핵심요약과 기출문제, 실전 모의고사로 구성한 초단기 합격 전략집입니다. 가로 넘김형 도서로 학습편리성을 높이고 시원시원한 내용 배치로 학습이 용이하게 구성했습니다.■ 〈시나공〉에서만 만날 수 있는 합격 비법- 최신 출제 경향 반영: 철저한 기출문제 분석을 통해 확실한 시험 대비가 가능합니다.- 핵심요약+기출문제 구성: 합격에 꼭 필요한 개념 240개와 기출문제를 함께 수록하여 효과적인 공부가 가능합니다.- 실습이 필요한 기능 추가 구성: 실습이 꼭 필요한 엑셀/액세스 기능은 별도로 구성하여, 따라해보며 이해할 수 있도록 하였습니다.- 실전 모의고사 제공: 총 5회 분량의 모의고사로 시험 전 마무리 점검이 가능합니다.- 저자 무료 강의 지원: 유튜브와 홈페이지에서 저자 무료 강의를 제공합니다.- 꾸준히 업데이트되는 최신 자료: 시나공 홈페이지(sinagong.co.kr)에서 핵심요약집, 최신기출문제 등 시험에 필요한 자료를 확인할 수 있습니다.",,
2024 이기적 컴퓨터활용능력 2급 필기 기본서,홍태성,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
사무자동화
 > 
컴퓨터활용능력",9.78893E+12,"변경된 2024년 출제 기준을 완벽하게 반영한 이 도서는 필기시험 준비 수험생을 위한 기본서입니다. 여러 해 동안의 출제 경향을 깊이 분석하여 집필된 2권의 이론서와 함께 상시 기출문제가 담긴 기출공략집으로 구성되어 있습니다.1권, 2권에서는 무료 동영상 강의를 통해 이론을 상세히 다룹니다. 각 파트와 섹션별로는 출제 빈도와 해당 연도를 표기해, 수험생들이 학습을 보다 효과적으로 진행할 수 있게 도와줍니다. 이론 학습 후 바로 기출문제와 예상 문제를 통해 학습한 내용을 확인하실 수 있으며, 어려운 문제에 대해서는 추가적인 무료 동영상 강의로 확실한 이해를 돕습니다.3권의 기출공략집에서는 자주 출제되는 기출문제 120선을 통해 최근의 출제 경향을 파악하실 수 있고, 2021년부터 2023년까지의 상시 기출문제도 함께 제공하여 실제 시험 유형에 대비하도록 도와드립니다.이렇게 구성된 〈2024 이기적 컴퓨터활용능력 2급 필기 기본서〉는 당신의 합격을 위한 완벽한 학습 도구입니다.",,
2024 이지패스 ADsP 데이터분석 준전문가,전용문,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.79116E+12,"★ 이 책에서 다루는 내용 ★◎ 1과목 〈데이터의 이해〉 - 데이터 이해, 데이터의 가치와 미래◎ 2과목 〈데이터 분석 기획〉 - 데이터 분석 기획의 이해, 분석 마스터플랜◎ 3과목 〈데이터 분석〉 - R 기초와 데이터 마트, 통계 분석, 정형 데이터 마이닝",,
수제비 2024 빅데이터분석기사 필기,윤영빈,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
기타자격증
 > 
컴퓨터자격증일반",9.79116E+12,"한국데이터산업진흥원의 출제 기준 완벽 분석 및 적용 수제비는 합격만을 위한 다양한 학습 콘텐츠 제공첫째, 비전공자를 위한 최고의 비법서!      두음쌤, 잠깐! 알고 가기, 학습 Point 등 다양한 장치 마련둘째, 최강 커뮤니티를 통한 실시간 피드백!      예상 족보, 데일리 문제, FAQ 자료 등 제공셋째, 2021년~2023년(2회~7회) 기출 복원문제 수록넷째, 빠른 피드백과 다양한 콘텐츠를 제공     (학습지원센터 cafe.naver.com/soojebi)",,
2024 수제비 정보처리기사 실기 세트,윤영빈,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
정보/네트워크/보안
 > 
정보처리기사",9.79116E+12,〈본서의 특징〉ㆍ NCS 기반으로 재구성한 합격비법서 !! ㆍ 2024년 합격을 위한 적중 예상문제 수록 ㆍ 궁극의 암기비법(두음쌤)과 학습 Point 수록ㆍ 최적의 맞춤 학습을 위한 커뮤니티 운영ㆍ 최신 학습자료 PDF 제공(커뮤니티 내 제공)ㆍ 초단기 합격을 위한 ‘수제비 공식 스터디’ 운영ㆍ 비전공자를 위한 최고의 수험서!! ㆍ 학습지원센터(https://cafe.naver.com/soojebi),,
2024 해커스 전산회계 1급 이론+실무+최신기출(12회분),이남호,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
전산회계/세무
 > 
전산회계운용사",9.79117E+12,"핵심이론부터 최신기출까지 3주 만에 합격
1. [이론+실무]부터 [최신기출]까지 한 권으로 완성!2. [빈출분개 100선 핵심 미니북]으로 언제 어디서든 쉽고 빠르게 최종 마무리!3. [3주/4주 학습플랜]으로 상황에 따라 맞춤 학습!",,
2024 알기사 정보보안기사(산업기사) 필기+핵심기출 1200제,조현준,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
정보/네트워크/보안
 > 
정보보안기사",9.79116E+12,"정보보안기사의 전신인 SIS 자격증이 전공/보안실무자 위주의 자격증이었던 것에 비해, 2013년부터 국가공인으로 승격 시행되는 정보보안기사 자격증은 비전공자도 응시할 수 있도록 자격이 완화되었다. 하지만, 일반인들이 자격을 취득할 수 있도록 쉽게 서술된 교재를 찾기는 쉽지 않았다. 이에 본 교재는 보안에 관심 있는 모든 분들이 쉽게 정보보안기사 자격증을 취득할 수 있도록 인도하기 위해 쓴 책이다. 이 책의 특징 1. 전산/정보보안 비전공자를 위한 교재“보안은 어렵다.”는 고정관념을 깨기 위해서 가장 역점을 두고 집필하였다. 최대한 이해하기 쉽게 그림으로 도식화하였으며, 서술된 내용을 정리할 수 있도록 중간 중간에 표로써 정리하여 학습이해도를 높였다. 이 책의 특징 2. 정보보안(산업)기사 출제영역 100% 반영이해를 돕기 위해 일부 순서를 바꾸었지만, 정보보안기사 출제영역 5개 도메인(단, 산업기사는 4개 도메인) 모두 반영하였다. 이 책의 특징 3. KISA 시행 정보보안기사/산업기사 기출문제 완벽 분석2013년~2023년 정보보안기사/산업기사 기출문제를 완벽히 분석하여 수록하였다. 이 책의 특징 4. 온ㆍ오프라인 저자 직강 교재최단기간 합격에 도움이 되도록 본 교재와 함께 학원/동영상 강의도 유료 편성(www.algisa.com)된다.이 책의 구성 및 활용법  기본 이론서본 교재의 이론서는 총 5개 도메인을 7장 43섹션으로 재편성하여, 섹션별로 나누어 학습할 수 있도록 하였다. 섹션의 처음에는 보안멘토가 학습 안내와 출제 분석을 맡았고, 본문 옆 좌우측 날개에는 본문 학습에 필요한 각종 용어와 정리할 중요 체크 포인트를 두었다.이 책의 구성 및 활용법 핵심기출 1200제(문제편)교재 이론서의 편성 순서와 동일하게 섹션별로 나누어서 총 1200문제를 엄선하였다. 문제는 가급적 중복을 피하였고, 문제집만으로도 정리할 수 있도록 해설을 강화시켰다.이 책의 구성 및 활용법 정보보안(산업)기사 요약집&용어집 (별책부록)교재 이론서의 편성 순서와 동일하게 요약집을 별책으로 제공하여 효율적인 학습에 도움이 되도록 하였다.본 교재 출간을 도와주신 탑스팟 대표님 이하 직원들에게 깊은 감사를 전한다. 아울러, 주경야독하며 바쁜 와중에도 교재검토를 도와주신 이선미님(공공기관 보안 현직, 고려대정보보호대학원 재학)에게 고마운 마음을 전하고 싶다.",,
2024 이기적 컴퓨터활용능력 2급 실기 기본서 세트,박윤정,"국내도서
 > 
컴퓨터/IT
 > 
자격증/수험서
 > 
사무자동화
 > 
컴퓨터활용능력",9.78893E+12,"[2024 이기적 컴퓨터활용능력 2급 실기 기본서] 도서가 출간되었습니다. 2024년 출제기준을 분석, 반영하여 컴퓨터활용능력 실기 시험에 대비할 수 있도록 구성하였습니다. 1권의 이론서에서 핵심이론과 함수사전을 공부한 후, 2권의 문제집에서 기출 유형 문제&상시 기출 문제를 풀어보세요. 이기적은 여러분의 합격을 응원합니다!",,
